title,source_url,local_path,extraction_method,doi,journal,clean_path,cleaning_status,title_similarity
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,data\processed_text\Room temperature housing results in premature canc.txt,HTML_EXTRACTION,10.1007/s00198-016-3634-3,Osteoporos Int,data/clean_text/Room temperature housing results in premature canc.txt,cleaned,1.0
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,data\processed_text\Spaceflightinduced vertebral bone loss in ovariect.txt,HTML_EXTRACTION,10.1038/npjmgrav.2016.16,NPJ Microgravity,data/clean_text/Spaceflightinduced vertebral bone loss in ovariect.txt,cleaned,1.0
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,data\processed_text\Role of oestrogen receptor signaling in skeletal r.txt,HTML_EXTRACTION,10.3389/fendo.2021.749449,Front Endocrinol (Lausanne),data/clean_text/Role of oestrogen receptor signaling in skeletal r.txt,cleaned,0.686
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,data\processed_text\Effects of hypothalamic leptin gene therapy on ost.txt,HTML_EXTRACTION,10.1530/JOE-17-0524,J Endocrinol,data/clean_text/Effects of hypothalamic leptin gene therapy on ost.txt,cleaned,1.0
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,data\processed_text\Leptin stimulates bone formation in obob mice at d.txt,HTML_EXTRACTION,10.1530/JOE-16-0484,J Endocrinol,data/clean_text/Leptin stimulates bone formation in obob mice at d.txt,cleaned,1.0
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,data\processed_text\Bone Marrow Adipose Tissue Deficiency Increases Di.txt,HTML_EXTRACTION,10.1038/srep46325,Sci Rep,data/clean_text/Bone Marrow Adipose Tissue Deficiency Increases Di.txt,cleaned,1.0
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,data\processed_text\Maintenance of near normal bone mass and architect.txt,HTML_EXTRACTION,10.1667/RR15164.1,Radiat Res,data/clean_text/Maintenance of near normal bone mass and architect.txt,cleaned,1.0
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,data\processed_text\Effect of leptin deficiency on the skeletal respon.txt,HTML_EXTRACTION,10.1038/s41598-019-45587-0,Sci Rep,data/clean_text/Effect of leptin deficiency on the skeletal respon.txt,cleaned,1.0
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,data\processed_text\Thermoneutral housing attenuates premature cancell.txt,HTML_EXTRACTION,10.1530/EC-19-0359,Endocr Connect,data/clean_text/Thermoneutral housing attenuates premature cancell.txt,cleaned,1.0
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,data\processed_text\Effects of Spaceflight on Cancellous and Cortical .txt,HTML_EXTRACTION,10.1016/j.bonr.2021.100755,Bone Rep,data/clean_text/Effects of Spaceflight on Cancellous and Cortical .txt,cleaned,1.0
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,data\processed_text\Evidence for increased thermogenesis in female C57.txt,HTML_EXTRACTION,10.1038/s41526-021-00150-y,NPJ Microgravity,data/clean_text/Evidence for increased thermogenesis in female C57.txt,cleaned,1.0
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,data\processed_text\Leptin and environmental temperature as determinan.txt,HTML_EXTRACTION,10.3389/fendo.2022.959743,Front Endocrinol (Lausanne),data/clean_text/Leptin and environmental temperature as determinan.txt,cleaned,1.0
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,data\processed_text\Small changes in thermoregulation influence cancel.txt,HTML_EXTRACTION,10.1016/j.bonr.2023.101675,Bone Rep,data/clean_text/Small changes in thermoregulation influence cancel.txt,cleaned,1.0
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,data\processed_text\Bone Marrow Adipose Tissue Is Not Required for Rec.txt,HTML_EXTRACTION,10.3390/ijms25041980,Int J Mol Sci,data/clean_text/Bone Marrow Adipose Tissue Is Not Required for Rec.txt,cleaned,1.0
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,data\processed_text\Simulated Microgravity Promotes Horizontal Gene Tr.txt,HTML_EXTRACTION,10.3390/life11090960,Life (Basel),data/clean_text/Simulated Microgravity Promotes Horizontal Gene Tr.txt,cleaned,1.0
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,data\processed_text\Understanding the Complexities and Changes of the .txt,HTML_EXTRACTION,10.3390/life12040495,Life (Basel),data/clean_text/Understanding the Complexities and Changes of the .txt,flagged,1.0
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,data\processed_text\Toward sustainable space exploration a roadmap for.txt,HTML_EXTRACTION,10.1038/s41467-023-37070-2,Nat Commun,data/clean_text/Toward sustainable space exploration a roadmap for.txt,cleaned,1.0
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,data\processed_text\Roll maneuvers are essential for active reorientat.txt,HTML_EXTRACTION,10.1073/pnas.1706754115,Proc Natl Acad Sci U S A,data/clean_text/Roll maneuvers are essential for active reorientat.txt,cleaned,1.0
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,data\processed_text\NemaFlex A microfluidicsbased technology for stand.txt,HTML_EXTRACTION,10.1039/c8lc00103k,Lab Chip,data/clean_text/NemaFlex A microfluidicsbased technology for stand.txt,cleaned,1.0
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,data\processed_text\Swim exercise in Caenorhabditis elegans extends ne.txt,HTML_EXTRACTION,10.1073/pnas.1909210116,Proc Natl Acad Sci U S A,data/clean_text/Swim exercise in Caenorhabditis elegans extends ne.txt,cleaned,1.0
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,data\processed_text\Molecular muscle experiment Hardware and operation.txt,HTML_EXTRACTION,10.1089/ast.2019.2181,Astrobiology,data/clean_text/Molecular muscle experiment Hardware and operation.txt,cleaned,1.0
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,data\processed_text\Tart Cherry Increases Lifespan in Caenorhabditis e.txt,HTML_EXTRACTION,10.3390/nu12051482,Nutrients,data/clean_text/Tart Cherry Increases Lifespan in Caenorhabditis e.txt,cleaned,1.0
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,data\processed_text\A region of UNC89 obscurin lying between two prote.txt,HTML_EXTRACTION,10.1016/j.jmb.2020.06.024,J Mol Biol,data/clean_text/A region of UNC89 obscurin lying between two prote.txt,cleaned,1.0
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,data\processed_text\NemaLife chip a micropillarbased microfluidic cult.txt,HTML_EXTRACTION,10.1038/s41598-020-73002-6,Sci Rep,data/clean_text/NemaLife chip a micropillarbased microfluidic cult.txt,cleaned,1.0
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,data\processed_text\Spaceflight affects neuronal morphology and alters.txt,HTML_EXTRACTION,10.1016/j.isci.2021.102105,iScience,data/clean_text/Spaceflight affects neuronal morphology and alters.txt,cleaned,1.0
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,data\processed_text\Microfluidicsintegrated spaceflight hardware for m.txt,HTML_EXTRACTION,10.1038/s41526-022-00241-4,NPJ Microgravity,data/clean_text/Microfluidicsintegrated spaceflight hardware for m.txt,cleaned,1.0
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,data\processed_text\A Compact Imaging Platform for Conducting C elegan.txt,HTML_EXTRACTION,10.3390/life13010200,Life (Basel),data/clean_text/A Compact Imaging Platform for Conducting C elegan.txt,cleaned,1.0
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,data\processed_text\Mitochondrial sulfide promotes life span and healt.txt,HTML_EXTRACTION,10.1073/pnas.2216141120,Proc Natl Acad Sci U S A,data/clean_text/Mitochondrial sulfide promotes life span and healt.txt,cleaned,1.0
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,data\processed_text\Bisphosphonates attenuate agerelated muscle declin.txt,HTML_EXTRACTION,10.1002/jcsm.13335,J Cachexia Sarcopenia Muscle,data/clean_text/Bisphosphonates attenuate agerelated muscle declin.txt,cleaned,1.0
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,data\processed_text\Spaceflight Induces Strength Decline in Caenorhabd.txt,HTML_EXTRACTION,10.3390/cells12202470,Cells,data/clean_text/Spaceflight Induces Strength Decline in Caenorhabd.txt,cleaned,1.0
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,data\processed_text\Metabolic model predictions enable targeted microb.txt,HTML_EXTRACTION,10.1128/spectrum.01144-23,Microbiol Spectr,data/clean_text/Metabolic model predictions enable targeted microb.txt,cleaned,1.0
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,data\processed_text\Transcriptomics analysis reveals molecular alterat.txt,HTML_EXTRACTION,10.1038/s43856-024-00532-9,Commun Med (Lond),data/clean_text/Transcriptomics analysis reveals molecular alterat.txt,cleaned,1.0
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,data\processed_text\Identification and characterization of a skin micr.txt,HTML_EXTRACTION,10.1128/spectrum.00169-24,Microbiol Spectr,data/clean_text/Identification and characterization of a skin micr.txt,cleaned,1.0
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,data\processed_text\New perspectives on viable microbial communities i.txt,HTML_EXTRACTION,10.1038/ismej.2012.114,ISME J,data/clean_text/New perspectives on viable microbial communities i.txt,cleaned,1.0
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,data\processed_text\Microbiomes of the dust particles collected from t.txt,HTML_EXTRACTION,10.1186/s40168-015-0116-3,Microbiome,data/clean_text/Microbiomes of the dust particles collected from t.txt,cleaned,1.0
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,data\processed_text\Draft genome sequences of two Aspergillus fumigatu.txt,HTML_EXTRACTION,10.1128/genomeA.00553-16,Genome Announc,data/clean_text/Draft genome sequences of two Aspergillus fumigatu.txt,cleaned,1.0
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,data\processed_text\Draft genome sequences of biosafety level 2 opport.txt,HTML_EXTRACTION,10.1128/genomeA.01263-16,Genome Announc,data/clean_text/Draft genome sequences of biosafety level 2 opport.txt,cleaned,1.0
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,data\processed_text\Draft Genome Sequences of Several Fungal Strains S.txt,HTML_EXTRACTION,10.1128/genomeA.01602-16,Genome Announc,data/clean_text/Draft Genome Sequences of Several Fungal Strains S.txt,flagged,1.0
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,data\processed_text\Human presence impacts fungal diversity of inflate.txt,HTML_EXTRACTION,10.1186/s40168-017-0280-8,Microbiome,data/clean_text/Human presence impacts fungal diversity of inflate.txt,cleaned,1.0
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,data\processed_text\Draft Genome Sequences from a Novel Clade of Bacil.txt,HTML_EXTRACTION,10.1128/genomeA.00680-17,Genome Announc,data/clean_text/Draft Genome Sequences from a Novel Clade of Bacil.txt,cleaned,0.989
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,data\processed_text\Draft Genome Sequences of Acinetobacter and Bacill.txt,HTML_EXTRACTION,10.1128/genomeA.01554-17,Genome Announc,data/clean_text/Draft Genome Sequences of Acinetobacter and Bacill.txt,cleaned,1.0
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,data\processed_text\KatharoSeq enables highthroughput microbiome analy.txt,HTML_EXTRACTION,10.1128/mSystems.00218-17,mSystems,data/clean_text/KatharoSeq enables highthroughput microbiome analy.txt,cleaned,1.0
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,data\processed_text\Draft genome sequence of a clinical isolate of Fus.txt,HTML_EXTRACTION,10.1128/genomeA.00476-18,Genome Announc,data/clean_text/Draft genome sequence of a clinical isolate of Fus.txt,cleaned,1.0
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,data\processed_text\Draft Genome Sequence of Solibacillus kalamii Isol.txt,HTML_EXTRACTION,10.1128/genomeA.00696-17,Genome Announc,data/clean_text/Draft Genome Sequence of Solibacillus kalamii Isol.txt,cleaned,1.0
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,data\processed_text\Draft genome sequences of two Fusarium oxysporum i.txt,HTML_EXTRACTION,10.1128/genomeA.00326-18,Genome Announc,data/clean_text/Draft genome sequences of two Fusarium oxysporum i.txt,flagged,1.0
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,data\processed_text\Characterization of Aspergillus niger Isolated fro.txt,HTML_EXTRACTION,10.3389/fmicb.2020.00931,Front Microbiol,data/clean_text/Characterization of Aspergillus niger Isolated fro.txt,cleaned,0.821
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,data\processed_text\Multidrug resistant Enterobacter bugandensis speci.txt,HTML_EXTRACTION,10.1186/s12866-018-1325-2,BMC Microbiol,data/clean_text/Multidrug resistant Enterobacter bugandensis speci.txt,cleaned,1.0
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,data\processed_text\International Space Station conditions alter genom.txt,HTML_EXTRACTION,10.1007/s00253-018-9525-0,Appl Microbiol Biotechnol,data/clean_text/International Space Station conditions alter genom.txt,cleaned,1.0
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,data\processed_text\Proteomic characterization of Aspergillus fumigatu.txt,HTML_EXTRACTION,10.1016/j.fgb.2019.01.001,Fungal Genet Biol,data/clean_text/Proteomic characterization of Aspergillus fumigatu.txt,cleaned,1.0
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,data\processed_text\Genomic Characterization and Virulence Potential o.txt,HTML_EXTRACTION,10.1128/mSystems.00345-18,mSystems,data/clean_text/Genomic Characterization and Virulence Potential o.txt,cleaned,1.0
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,data\processed_text\Characterization of the total and viable bacterial.txt,HTML_EXTRACTION,10.1186/s40168-019-0666-x,Microbiome,data/clean_text/Characterization of the total and viable bacterial.txt,cleaned,1.0
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,data\processed_text\Proteomic and Metabolomic Characteristics of Extre.txt,HTML_EXTRACTION,10.3389/fmicb.2019.01013,Front Microbiol,data/clean_text/Proteomic and Metabolomic Characteristics of Extre.txt,cleaned,1.0
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,data\processed_text\MetaMiner A Scalable Peptidogenomics Approach for .txt,HTML_EXTRACTION,10.1016/j.cels.2019.09.004,Cell Syst,data/clean_text/MetaMiner A Scalable Peptidogenomics Approach for .txt,cleaned,1.0
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,data\processed_text\Draft Genome Sequences of Sphingomonas Species Ass.txt,HTML_EXTRACTION,10.1128/MRA.00578-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Sphingomonas Species Ass.txt,flagged,1.0
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,data\processed_text\Draft Genome Sequences of Tremellomycetes Strains .txt,HTML_EXTRACTION,10.1128/MRA.00504-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Tremellomycetes Strains .txt,flagged,1.0
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,data\processed_text\Draft Genome Sequences of Rhodotorula mucilaginosa.txt,HTML_EXTRACTION,10.1128/MRA.00570-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Rhodotorula mucilaginosa.txt,cleaned,1.0
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,data\processed_text\Draft Genome Sequences of Enterobacteriales Strain.txt,HTML_EXTRACTION,10.1128/MRA.00817-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Enterobacteriales Strain.txt,cleaned,1.0
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,data\processed_text\Draft Genome Sequences of Lactobacillales Isolated.txt,HTML_EXTRACTION,10.1128/MRA.00942-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Lactobacillales Isolated.txt,cleaned,1.0
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,data\processed_text\Draft Genome Sequences of Klebsiella Species Isola.txt,HTML_EXTRACTION,10.1128/MRA.00923-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Klebsiella Species Isola.txt,cleaned,1.0
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,data\processed_text\Draft Genome Sequences of Bacillaceae Strains Isol.txt,HTML_EXTRACTION,10.1128/MRA.00701-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Bacillaceae Strains Isol.txt,cleaned,1.0
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,data\processed_text\Assessing the risk of transfer of microorganisms a.txt,HTML_EXTRACTION,10.3389/fmicb.2020.566412,Front Microbiol,data/clean_text/Assessing the risk of transfer of microorganisms a.txt,cleaned,1.0
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,data\processed_text\Methylobacterium ajmalii sp nov isolated from the .txt,HTML_EXTRACTION,10.3389/fmicb.2021.639396,Front Microbiol,data/clean_text/Methylobacterium ajmalii sp nov isolated from the .txt,cleaned,1.0
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,data\processed_text\Draft Genome Sequences of Aspergillus and Penicill.txt,HTML_EXTRACTION,10.1128/MRA.01398-20,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Aspergillus and Penicill.txt,cleaned,1.0
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,data\processed_text\Effects of simulated microgravity on the proteome .txt,HTML_EXTRACTION,10.3389/fgene.2021.638708,Front Genet,data/clean_text/Effects of simulated microgravity on the proteome .txt,cleaned,1.0
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,data\processed_text\Draft Genome Sequences of Various Bacterial Phyla .txt,HTML_EXTRACTION,10.1128/MRA.00214-21,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Various Bacterial Phyla .txt,cleaned,1.0
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,data\processed_text\Evaluating the lettuce metatranscriptome with MinI.txt,HTML_EXTRACTION,10.1038/s41526-021-00151-x,NPJ Microgravity,data/clean_text/Evaluating the lettuce metatranscriptome with MinI.txt,cleaned,1.0
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,data\processed_text\Genomic Characterization of Potential Plant Growth.txt,HTML_EXTRACTION,10.1128/spectrum.01994-21,Microbiol Spectr,data/clean_text/Genomic Characterization of Potential Plant Growth.txt,cleaned,1.0
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,data\processed_text\Genomic Characterization of the Titanlike Cell Pro.txt,HTML_EXTRACTION,10.3390/jof8020165,J Fungi (Basel),data/clean_text/Genomic Characterization of the Titanlike Cell Pro.txt,cleaned,1.0
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,data\processed_text\Metabolic modeling of the International Space Stat.txt,HTML_EXTRACTION,10.1186/s40168-022-01279-y,Microbiome,data/clean_text/Metabolic modeling of the International Space Stat.txt,cleaned,1.0
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,data\processed_text\Microbial Burden Estimation of Food Items Built En.txt,HTML_EXTRACTION,10.3390/microorganisms10091714,Microorganisms,data/clean_text/Microbial Burden Estimation of Food Items Built En.txt,cleaned,1.0
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,data\processed_text\Multidrugresistant Acinetobacter pittii is adaptin.txt,HTML_EXTRACTION,10.1186/s40168-022-01358-0,Microbiome,data/clean_text/Multidrugresistant Acinetobacter pittii is adaptin.txt,cleaned,1.0
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,data\processed_text\Characterization of metagenomeassembled genomes fr.txt,HTML_EXTRACTION,10.1186/s40168-023-01545-7,Microbiome,data/clean_text/Characterization of metagenomeassembled genomes fr.txt,cleaned,1.0
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,data\processed_text\Genomic analysis reveals the presence of emerging .txt,HTML_EXTRACTION,10.1128/spectrum.01897-23,Microbiol Spectr,data/clean_text/Genomic analysis reveals the presence of emerging .txt,cleaned,1.0
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,data\processed_text\Genomic functional and metabolic enhancements in m.txt,HTML_EXTRACTION,10.1186/s40168-024-01777-1,Microbiome,data/clean_text/Genomic functional and metabolic enhancements in m.txt,cleaned,0.989
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,data\processed_text\Phylogenomics phenotypic and functional traits of .txt,HTML_EXTRACTION,10.1038/s41598-023-44172-w,Sci Rep,data/clean_text/Phylogenomics phenotypic and functional traits of .txt,cleaned,1.0
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,data\processed_text\Spatial regulation of a common precursor from two .txt,HTML_EXTRACTION,10.1039/c5sc01058f,Chem Sci,data/clean_text/Spatial regulation of a common precursor from two .txt,cleaned,1.0
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,data\processed_text\Recent advances in the genome mining of Aspergillu.txt,HTML_EXTRACTION,10.1039/c9md00054b,Medchemcomm,data/clean_text/Recent advances in the genome mining of Aspergillu.txt,cleaned,1.0
