file_name,status,chars_before,chars_after,pct_removed,removed_header,removed_backmatter,removed_sections,removed_boilerplate,sections_removed,doi,journal,internal_title,title_similarity,title_mismatch,note
Lowspeed clinorotation of Brachypodium distachyon .txt,cleaned,82357,62873,23.66,2436,14199,0,2850,,10.3390/ijms24021540,Int J Mol Sci,Low-Speed Clinorotation of Brachypodium distachyon and Arabidopsis thaliana Seedlings Triggers Root Tip Curvatures That Are Reminiscent of Gravitropism,1.0,False,
New device for highthroughput viability screening .txt,cleaned,38923,27327,29.79,1744,7744,0,2109,,10.1128/AEM.03065-09,Appl Environ Microbiol,New Device for High-Throughput Viability Screening of Flow Biofilms ▿,1.0,False,
Sigma Sdependent antioxidant defense protects stat.txt,cleaned,83586,50539,39.54,2133,24815,88,6012,Supplementary,10.1128/AAC.03683-14,Antimicrob Agents Chemother,Sigma S-Dependent Antioxidant Defense Protects Stationary-Phase Escherichia coli against the Bactericidal Antibiotic Gentamicin,1.0,False,
Plasma membrane disruption PMD formation and repai.txt,cleaned,80221,33686,58.01,1540,0,36301,8695,Acknowledgments|Footnotes|References,10.1016/j.bone.2021.115970,Bone,Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,1.0,False,
Microgravity alters the expression of salivary pro.txt,excluded_title_mismatch,55668,0,100.0,2004,18733,0,3986,,10.1016/j.archoralbio.2019.104621,Arch Oral Biol,Effects of Spaceflight on the Mouse Submandibular Gland,0.291,True,"título divergente (sim=0.29): metadata diz 'Microgravity alters the expression of sa', documento é 'Effects of Spaceflight on the Mouse Subm'"
Salivary Gland Protein Expression after BionM1 and.txt,excluded_title_mismatch,55668,0,100.0,2004,18733,0,3986,,10.1016/j.archoralbio.2019.104621,Arch Oral Biol,Effects of Spaceflight on the Mouse Submandibular Gland,0.178,True,"título divergente (sim=0.18): metadata diz 'Salivary Gland Protein Expression after ', documento é 'Effects of Spaceflight on the Mouse Subm'"
Response of the mouse sublingual gland to spacefli.txt,cleaned,38817,24245,37.54,1734,10495,0,2344,,10.1111/eos.12541,Eur J Oral Sci,Response of the mouse sublingual gland to spaceflight,1.0,False,
Effects of spaceflight on the mouse submandibular .txt,excluded_title_mismatch,45921,0,100.0,2238,8973,0,1871,,10.3389/fphys.2024.1417719,Front Physiol,Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system,0.345,True,"título divergente (sim=0.34): metadata diz 'Effects of spaceflight on the mouse subm', documento é 'Upregulation of Amy1 in the salivary gla'"
Reactivation of Latent EpsteinBarr Virus A Compari.txt,flagged,51857,50349,2.91,0,0,0,1509,,10.3390/ijms19102961,Int J Mol Sci,"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",1.0,False,S1: corte agressivo revertido (restariam 32% do original); apenas R6 aplicado
The influence of spaceflight on the astronaut sali.txt,cleaned,69079,40332,41.61,2750,19620,2834,3544,Supplementary,10.1186/s40168-020-00830-z,Microbiome,The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,1.0,False,
The cyclic nucleotidegated channel CNGC14 regulate.txt,excluded_title_mismatch,119393,0,100.0,3064,41563,0,4675,,10.7554/eLife.85193,eLife,The AUX1-AFB1-CNGC14 module establishes a longitudinal root surface pH profile,0.349,True,"título divergente (sim=0.35): metadata diz 'The cyclic nucleotide-gated channel CNGC', documento é 'The AUX1-AFB1-CNGC14 module establishes '"
Telomere length assessments of muscle stem cells i.txt,cleaned,46378,41134,11.31,1576,2629,0,1040,,10.1016/j.xpro.2021.100830,STAR Protoc,Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,1.0,False,
Persistent NFŒB activation in muscle stem cells in.txt,cleaned,85055,56815,33.2,3365,11846,9854,3176,Supplementary,10.1016/j.celrep.2021.109098,Cell Rep,Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,1.0,False,
Piezo1 regulates the regenerative capacity of skel.txt,cleaned,85610,59817,30.13,6044,15775,0,3975,,10.1126/sciadv.abn0485,Sci Adv,Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states,1.0,False,
Impacts of radiation exposure hindlimb unloading a.txt,cleaned,71697,46983,34.47,3106,16931,93,4585,Supplementary,10.1038/s41526-023-00303-1,NPJ Microgravity,"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length",1.0,False,
Ethyleneinduced flavonol accumulation in guard cel.txt,cleaned,66149,47854,27.66,1694,13048,82,3472,Supplementary,10.1104/pp.113.233528,Plant Physiol,Ethylene-Induced Flavonol Accumulation in Guard Cells Suppresses Reactive Oxygen Species and Moderates Stomatal Aperture,1.0,False,
Transcriptional and Hormonal Regulation of Gravitr.txt,cleaned,83605,62201,25.6,3575,14500,142,3188,Supplementary,10.1105/tpc.15.00531,Plant Cell,Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus [OPEN],0.97,False,
Endosidin2 targets conserved exocyst complex subun.txt,excluded_title_mismatch,90665,0,100.0,4093,23788,856,5110,Data availability|Author contributions,10.3389/fpls.2023.1171957,Front Plant Sci,The EXO70 inhibitor Endosidin2 alters plasma membrane protein composition in Arabidopsis roots,0.412,True,"título divergente (sim=0.41): metadata diz 'Endosidin2 targets conserved exocyst com', documento é 'The EXO70 inhibitor Endosidin2 alters pl'"
A conditional mutation in SCD1 reveals linkage bet.txt,cleaned,83775,55929,33.24,2538,20657,620,4032,Data availability|Supplementary|Author contributions|Competing interests,10.3389/fpls.2020.00910,Front Plant Sci,"A Conditional Mutation in SCD1 Reveals Linkage Between PIN Protein Trafficking, Auxin Transport, Gravitropism, and Lateral Root Initiation",1.0,False,
A comprehensive SARSCoV2 and COVID19 review Part 1.txt,cleaned,68761,41450,39.72,4933,17874,62,4443,Supplementary,10.1038/s41431-022-01108-8,Eur J Hum Genet,"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection",1.0,False,
Changes in nuclear shape and gene expression in re.txt,cleaned,71346,46675,34.58,2981,17661,0,4030,,10.3390/ijms21186762,Int J Mol Sci,Changes in Nuclear Shape and Gene Expression in Response to Simulated Microgravity Are LINC Complex-Dependent,1.0,False,
Growth of Carnobacterium spp from permafrost under.txt,cleaned,32441,21984,32.23,1768,7150,0,1540,,10.1073/pnas.1209793110,Proc Natl Acad Sci U S A,"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",1.0,False,
Complete Genome Sequence of Carnobacterium gilichi.txt,cleaned,7287,3940,45.93,937,1754,0,657,,10.1128/genomeA.00985-13,Genome Announc,Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359 T (DSM 27470 T ),0.988,False,
Exposure of Bacillus subtilis to low pressure 5 ki.txt,cleaned,47788,28027,41.35,1246,15172,87,3257,Supplementary,10.1128/AEM.00885-14,Appl Environ Microbiol,"Exposure of Bacillus subtilis to Low Pressure (5 Kilopascals) Induces Several Global Regulons, Including Those Involved in the SigB-Mediated General Stress Response",1.0,False,
Resistance of Bacillus subtilis Spore DNA to Letha.txt,cleaned,40042,23978,40.12,2228,11126,0,2711,,10.1128/AEM.03136-13,Appl Environ Microbiol,"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",1.0,False,
Cultivation of Staphylococcus epidermidis in the h.txt,cleaned,53393,37954,28.92,1616,10988,449,2387,Author contributions|Competing interests,10.3389/fmicb.2016.00999,Front Microbiol,Cultivation of Staphylococcus epidermidis in the Human Spaceflight Environment Leads to Alterations in the Frequency and Spectrum of Spontaneous Rifampicin-Resistance Mutations in the rpoB Gene,1.0,False,
Experimental Evolution of Bacillus subtilis.txt,excluded_title_mismatch,86297,0,100.0,4141,17490,0,3544,,10.3390/biology13121088,Biology (Basel),Thermal Plasticity and Evolutionary Constraints in Bacillus : Implications for Climate Change Adaptation,0.466,True,"título divergente (sim=0.47): metadata diz 'Experimental Evolution of Bacillus subti', documento é 'Thermal Plasticity and Evolutionary Cons'"
Cultivation in space flight produces minimal alter.txt,cleaned,51998,39641,23.76,1515,8890,0,1953,,10.1128/AEM.01584-17,Appl Environ Microbiol,Cultivation in Space Flight Produces Minimal Alterations in the Susceptibility of Bacillus subtilis Cells to 72 Different Antibiotics and Growth-Inhibiting Compounds,1.0,False,
Alterations in the Spectrum of Spontaneous Rifampi.txt,cleaned,52073,35354,32.11,1845,11388,560,2927,Author contributions|Competing interests,10.3389/fmicb.2018.00192,Front Microbiol,Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,1.0,False,
Mechanotransduction in Prokaryotes A Possible Mech.txt,cleaned,51103,27958,45.29,1180,17620,0,4346,,10.3390/life11010033,Life (Basel),Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,1.0,False,
Environmental dependence of competitive fitness in.txt,cleaned,60605,42086,30.56,932,14235,0,3353,,10.1128/aem.02422-21,Appl Environ Microbiol,Environmental Dependence of Competitive Fitness in Rifampin-Resistant rpoB Mutants of Bacillus subtilis,1.0,False,
Organotypic 3D cell culture models using the rotat.txt,excluded_title_mismatch,125263,0,100.0,2332,19571,0,4144,,10.1002/cpmc.129,Curr Protoc Microbiol,3D Oral and Cervical Tissue Models to Study Papillomavirus Host-Pathogen Interactions,0.506,True,"título divergente (sim=0.51): metadata diz 'Organotypic 3D cell culture models: usin', documento é '3D Oral and Cervical Tissue Models to St'"
Induction of attachmentindependent biofilm formati.txt,cleaned,70970,52035,26.68,1623,13339,0,3974,,10.1128/AEM.00175-11,Appl Environ Microbiol,Induction of Attachment-Independent Biofilm Formation and Repression of hfq Expression by Low-Fluid-Shear Culture of Staphylococcus aureus ▿,1.0,False,
Characterization of the Salmonella enterica serova.txt,cleaned,59801,44063,26.32,1540,10880,89,3230,Supplementary,10.1128/JB.01335-10,J Bacteriol,"Characterization of the Salmonella enterica Serovar Typhimurium ydcI Gene, Which Encodes a Conserved DNA Binding Protein Required for Full Acid Stress Resistance ▿ , †",1.0,False,
Evaluation of microorganisms cultured from injured.txt,cleaned,60971,35874,41.16,3758,18398,0,2942,,10.1371/journal.pone.0028906,PLoS One,Evaluation of Microorganisms Cultured from Injured and Repressed Tissue Regeneration Sites in Endangered Giant Aquatic Ozark Hellbender Salamanders,1.0,False,
Transcriptional and proteomic responses of Pseudom.txt,cleaned,64184,42937,33.1,8955,9583,0,2710,,10.1128/AEM.01582-10,Appl Environ Microbiol,Transcriptional and Proteomic Responses of Pseudomonas aeruginosa PAO1 to Spaceflight Conditions Involve Hfq Regulation and Reveal a Role for Oxygen ▿,1.0,False,
New insights into the bacterial fitnessassociated .txt,cleaned,82219,51165,37.77,3893,22261,0,4901,,10.1371/journal.pone.0029481,PLoS One,New Insights into the Bacterial Fitness-Associated Mechanisms Revealed by the Characterization of Large Plasmids of an Avian Pathogenic E. coli,1.0,False,
Lack of norovirus replication and histoblood group.txt,cleaned,46219,24815,46.31,8423,10402,0,2580,,10.3201/eid1903.121029,Emerg Infect Dis,Lack of Norovirus Replication and Histo-Blood Group Antigen Expression in 3-Dimensional Intestinal Epithelial Cells,1.0,False,
Conservation of the lowshear modeled microgravity .txt,cleaned,35081,21793,37.88,2446,8564,0,2279,,10.2174/1874285801408010051,Open Microbiol J,Conservation of the Low-shear Modeled Microgravity Response in Enterobacteriaceae and Analysis of the trp Genes in this Response,1.0,False,
Mimicking the host and its microenvironment in vit.txt,flagged,125775,114724,8.79,0,0,0,11052,,10.1111/2049-632X.12180,Pathog Dis,Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa,1.0,False,S1: corte agressivo revertido (restariam 11% do original); apenas R6 aplicado
Effects of Sex and Gender on Adaptation to Space I.txt,excluded_title_mismatch,85298,0,100.0,2247,31135,3429,6390,Competing interests,10.1016/j.mehy.2020.110237,Med Hypotheses,Hypotheses about sub-optimal hydration in the weeks before coronavirus disease (COVID-19) as a risk factor for dying from COVID-19,0.316,True,"título divergente (sim=0.32): metadata diz 'Effects of Sex and Gender on Adaptation ', documento é 'Hypotheses about sub-optimal hydration i'"
Recellularization of decellularized lung scaffolds.txt,cleaned,61207,38441,37.2,3183,16065,0,3519,,10.1371/journal.pone.0126846,PLoS One,Recellularization of Decellularized Lung Scaffolds Is Enhanced by Dynamic Suspension Culture,1.0,False,
Threedimensional organotypic coculture model of in.txt,cleaned,81539,53723,34.11,4390,18607,0,4820,,10.1038/s41526-017-0011-2,NPJ Microgravity,Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns,1.0,False,
Modeling HostPathogen Interactions in the Context .txt,flagged,193240,173101,10.42,0,0,0,20140,,10.1128/IAI.00282-18,Infect Immun,Modeling Host-Pathogen Interactions in the Context of the Microenvironment: Three-Dimensional Cell Culture Comes of Age,0.856,False,S1: corte agressivo revertido (restariam 33% do original); apenas R6 aplicado
Evaluating the effect of spaceflight on the hostÄì.txt,cleaned,74653,45240,39.4,6563,18250,147,4454,Supplementary,10.1038/s41526-021-00136-w,NPJ Microgravity,Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,1.0,False,
Spaceflight enhances cell aggregation and random b.txt,cleaned,122093,89250,26.9,5999,21140,0,5705,,10.1371/journal.pone.0080677,PLoS One,Spaceflight Enhances Cell Aggregation and Random Budding in Candida albicans,1.0,False,
Growth and antifungal resistance of the pathogenic.txt,cleaned,103450,76922,25.64,8826,14477,0,3226,,10.3390/life11040283,Life (Basel),"Growth and Antifungal Resistance of the Pathogenic Yeast, Candida Albicans , in the Microgravity Environment of the International Space Station: An Aggregate of Multiple Flight Experiences",1.0,False,
Challenges and considerations for singlecell and s.txt,flagged,97813,90231,7.75,0,0,0,7583,,10.1016/j.crmeth.2022.100325,Cell Rep Methods,Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight,1.0,False,S1: corte agressivo revertido (restariam 13% do original); apenas R6 aplicado
Direct RNA sequencing of astronaut blood reveals s.txt,cleaned,61556,36496,40.71,5180,15278,517,4086,Supplementary|Supplementary,10.1038/s41467-024-48929-3,Nat Commun,Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,1.0,False,
Collection of biospecimens from the inspiration4 m.txt,cleaned,75571,42628,43.59,9806,18299,129,4710,Supplementary|Supplementary,10.1038/s41467-024-48806-z,Nat Commun,Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),1.0,False,
Microfluidicsenabled method to identify modes of C.txt,cleaned,42308,32693,22.73,1093,6199,0,2324,,10.1063/1.4829777,Biomicrofluidics,Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics,1.0,False,
Multiparameter behavioral analyses provide insight.txt,cleaned,61985,50560,18.43,1371,7437,308,2310,Funding|Supplementary,10.1093/toxsci/kft138,Toxicol Sci,Multiparameter Behavioral Analyses Provide Insights to Mechanisms of Cyanide Resistance in Caenorhabditis elegans,1.0,False,
Growth performance and root transcriptome remodeli.txt,cleaned,75759,59828,21.03,2949,10647,0,2336,,10.1371/journal.pone.0012348,PLoS One,Growth Performance and Root Transcriptome Remodeling of Arabidopsis in Response to Mars-Like Levels of Magnesium Sulfate,1.0,False,
The 1433 proteins of Arabidopsis regulate root gro.txt,cleaned,51780,36551,29.41,1990,10762,0,2478,,10.1093/jxb/ers022,J Exp Bot,The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system,1.0,False,
1433 phosphoprotein interaction networks  does iso.txt,cleaned,88130,50870,42.28,2480,0,28538,6243,Competing interests|Acknowledgments|References,10.3389/fpls.2012.00190,Front Plant Sci,14-3-3 phosphoprotein interaction networks – does isoform diversity present functional interaction specification?,1.0,False,
Plant growth strategies are remodeled by spaceflig.txt,excluded_title_mismatch,56366,0,100.0,4603,12046,1349,3330,Funding|Author contributions,10.2147/DDDT.S486371,Drug Des Devel Ther,Ginsenoside Reshapes Intestinal Microecology to Alleviate Microgravity Stress,0.217,True,"título divergente (sim=0.22): metadata diz 'Plant growth strategies are remodeled by', documento é 'Ginsenoside Reshapes Intestinal Microeco'"
Spaceflight transcriptomes unique responses to a n.txt,excluded_title_mismatch,104342,0,100.0,3167,16090,1145,3392,Data availability|Author contributions,10.3389/fpls.2023.1260429,Front Plant Sci,Integrative transcriptomics and proteomics profiling of Arabidopsis thaliana elucidates novel mechanisms underlying spaceflight adaptation,0.256,True,"título divergente (sim=0.26): metadata diz 'Spaceflight transcriptomes: unique respo', documento é 'Integrative transcriptomics and proteomi'"
Fundamental plant biology enabled by the space shu.txt,excluded_title_mismatch,69397,0,100.0,4181,21797,471,4127,Data availability,10.1128/mSystems.00112-18,mSystems,Characterization of Aspergillus niger Isolated from the International Space Station,0.365,True,"título divergente (sim=0.36): metadata diz 'Fundamental plant biology enabled by the', documento é 'Characterization of Aspergillus niger Is'"
Organspecific remodeling of the Arabidopsis transc.txt,excluded_title_mismatch,100864,0,100.0,1429,25353,0,4446,,10.3390/life13030626,Life (Basel),Brachypodium distachyon Seedlings Display Accession-Specific Morphological and Transcriptomic Responses to the Microgravity Environment of the International Space Station,0.379,True,"título divergente (sim=0.38): metadata diz 'Organ-specific remodeling of the Arabido', documento é 'Brachypodium distachyon Seedlings Displa'"
A method for preparing spaceflight RNAlaterfixed A.txt,cleaned,26230,18431,29.73,2157,4428,0,1215,,10.3732/apps.1300034,Appl Plant Sci,A method for preparing spaceflight RNA later -fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy,0.978,False,
ARG1 Functions in the Physiological Adaptation of .txt,cleaned,139236,117683,15.48,2392,14403,1006,3753,Supplementary,10.1089/ast.2016.1538,Astrobiology,ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,1.0,False,
A Member of the CONSTANSLike Protein Family is a P.txt,cleaned,80507,55346,31.25,1906,17241,1220,4795,Competing interests|Supplementary,10.1093/aobpla/ply075,AoB Plants,A member of the CONSTANS-Like protein family is a putative regulator of reactive oxygen species homeostasis and spaceflight physiological adaptation,0.833,False,
HSFA2 Functions in the Physiological Adaptation of.txt,cleaned,143768,87572,39.09,2042,48044,0,6111,,10.3390/ijms20020390,Int J Mol Sci,HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,1.0,False,
Neutrophil to Lymphocyte ratio A biomarker to moni.txt,cleaned,69245,37412,45.97,3491,21228,1989,5126,Data availability|Author contributions|Funding|Competing interests,10.3389/fimmu.2020.564950,Front Immunol,Neutrophil-to-Lymphocyte Ratio: A Biomarker to Monitor the Immune Status of Astronauts,0.988,False,
Beyond lowEarth orbit Characterizing immune and mi.txt,cleaned,83303,52221,37.31,3115,22614,0,5354,,10.1016/j.isci.2020.101747,iScience,Beyond Low-Earth Orbit: Characterizing Immune and microRNA Differentials following Simulated Deep Spaceflight Conditions in Mice,1.0,False,
Immunological and hematological outcomes following.txt,cleaned,54404,33502,38.42,3973,13346,115,3469,Supplementary,10.1038/s41598-021-90439-5,Sci Rep,Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,1.0,False,
Epigenomic regulators elongator complex subunit 2 .txt,cleaned,110432,72048,34.76,2737,24081,5713,5854,Supplementary|Data availability|Author contributions|Competing interests,10.3389/fpls.2021.691790,Front Plant Sci,Epigenomic Regulators Elongator Complex Subunit 2 and Methyltransferase 1 Differentially Condition the Spaceflight Response in Arabidopsis,1.0,False,
Plants grown in Apollo lunar regolith present stre.txt,cleaned,51988,33515,35.53,1956,13796,364,2358,Supplementary|Supplementary,10.1038/s42003-022-03334-8,Commun Biol,Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,1.0,False,
Artificial gravity partially protects spaceinduced.txt,cleaned,138877,78844,43.23,4721,35438,13493,6382,Supplementary,10.1016/j.celrep.2022.111279,Cell Rep,Artificial Gravity Partially Protects Space-induced Neurological Deficits in Drosophila melanogaster,1.0,False,
Utilizing the KSC fixation tube to conduct humante.txt,cleaned,46040,33158,27.98,3152,8230,0,1501,,10.3390/life12111871,Life (Basel),Utilizing the KSC Fixation Tube to Conduct Human-Tended Plant Biology Experiments on a Suborbital Spaceflight,1.0,False,
Changes in Mouse Thymus and Spleen after Return fr.txt,excluded,1971,0,100.0,0,0,0,357,,10.1371/annotation/e66bdc4e-2409-4582-b163-7bc182db275e,PLoS One,Correction: Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,0.929,False,documento não-científico: Correction: Changes in Mouse Thymus and Spleen after Return 
PostSpaceflight STS135 Mouse Splenocytes Demonstra.txt,cleaned,62174,43267,30.41,2097,13688,0,3123,,10.1371/journal.pone.0124380,PLoS One,Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression,1.0,False,
Changes in the distribution and function of leukoc.txt,cleaned,53027,35349,33.34,1685,12582,0,3412,,10.1093/jrr/rrw051,J Radiat Res,Changes in the distribution and function of leukocytes after whole-body iron ion irradiation,1.0,False,
Is spaceflightinduced immune dysfunction linked to.txt,cleaned,84726,54613,35.54,3863,22250,0,4001,,10.1371/journal.pone.0174174,PLoS One,Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,1.0,False,
Spaceflight Activates Autophagy Programs and the P.txt,cleaned,71801,50723,29.36,1534,15964,0,3581,,10.3390/ijms18102062,Int J Mol Sci,Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,1.0,False,
Vive la radiorsistance Converging research in radi.txt,cleaned,170396,85003,50.11,9981,61600,606,13207,Footnotes|Funding,10.18632/oncotarget.24461,Oncotarget,Vive la radiorésistance!: converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization,1.0,False,
Proteomic analysis of mouse brain subjected to spa.txt,cleaned,72089,36868,48.86,4583,25346,0,5293,,10.3390/ijms20010007,Int J Mol Sci,Proteomic Analysis of Mouse Brain Subjected to Spaceflight,1.0,False,
Transcriptomic effects on the mouse heart followin.txt,cleaned,61330,37976,38.08,3802,14220,1806,3527,Author contributions|Data availability|Funding|Footnotes,10.3390/biom13020371,Biomolecules,Transcriptomic Effects on the Mouse Heart Following 30 Days on the International Space Station,1.0,False,
Spaceflightinduced gene expression profiles in the.txt,cleaned,57779,30020,48.04,4995,18971,0,3794,,10.3390/ijms241713569,Int J Mol Sci,Spaceflight-Induced Gene Expression Profiles in the Mouse Brain Are Attenuated by Treatment with the Antioxidant BuOE,1.0,False,
Basal signaling regulates plant growth and develop.txt,excluded_title_mismatch,67638,0,100.0,4481,13893,1476,3299,Supplementary|Author contributions|Data availability|Supplementary|Funding|Footnotes,10.3390/ijms26062685,Int J Mol Sci,Genome-Wide Analysis of the PERK Gene Family in Brassica napus L. and Their Potential Roles in Clubroot Disease,0.306,True,"título divergente (sim=0.31): metadata diz 'Basal signaling regulates plant growth a', documento é 'Genome-Wide Analysis of the PERK Gene Fa'"
Phosphoinositidesignaling is one component of a ro.txt,cleaned,88474,59376,32.89,2558,21052,671,4818,Author contributions|Competing interests,10.3389/fpls.2014.00267,Front Plant Sci,Phosphoinositide-signaling is one component of a robust plant defense response,1.0,False,
Uncovering transcriptional responses to fractional.txt,cleaned,65193,39271,39.76,2032,19737,0,4154,,10.3390/life11101010,Life (Basel),Uncovering Transcriptional Responses to Fractional Gravity in Arabidopsis Roots,1.0,False,
Conserved plant transcriptional responses to micro.txt,cleaned,95984,65015,32.26,1917,23516,711,4826,Data availability|Author contributions,10.3389/fpls.2023.1308713,Front Plant Sci,Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments,1.0,False,
RNAseq analysis of rodent spaceflight experiments .txt,cleaned,57854,41871,27.63,2820,10654,0,2510,,10.1016/j.isci.2020.101733,iScience,RNAseq Analysis of Rodent Spaceflight Experiments Is Confounded by Sample Collection Techniques,1.0,False,
Functional changes in the snail statocyst system e.txt,cleaned,78749,56915,27.73,3271,15217,0,3347,,10.1371/journal.pone.0017710,PLoS One,Functional Changes in the Snail Statocyst System Elicited by Microgravity,1.0,False,
Multianalyte biochip MAB based on allsolidstate io.txt,cleaned,26118,20407,21.87,1940,2988,0,784,,10.3791/50020,J Vis Exp,Multi-analyte Biochip (MAB) Based on All-solid-state Ion-selective Electrodes (ASSISE) for Physiological Research,1.0,False,
Labonachip approaches for spacebiology research.txt,excluded_title_mismatch,60093,0,100.0,5001,15199,871,3214,Author contributions|Funding|Competing interests,10.3389/fmicb.2023.1215529,Front Microbiol,Reviewing the state of biosensors and lab-on-a- chip technologies: opportunities for extreme environments and space exploration,0.365,True,"título divergente (sim=0.36): metadata diz 'Lab-on-a-chip approaches for space-biolo', documento é 'Reviewing the state of biosensors and la'"
The interaction of vortical flows with red cells i.txt,flagged,56402,53646,4.89,0,0,0,2757,,10.1063/5.0078337,Biomicrofluidics,The interaction of vortical flows with red cells in venous valve mimics,1.0,False,S1: corte agressivo revertido (restariam 31% do original); apenas R6 aplicado
Mammalian and Invertebrate Models as Complementary.txt,cleaned,115821,61708,46.72,6878,39416,0,7820,,10.3390/ijms22179470,Int J Mol Sci,Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,1.0,False,
Investigation of simulated microgravity effects on.txt,cleaned,73379,51739,29.49,1641,16118,0,3882,,10.1038/s41526-016-0006-4,NPJ Microgravity,Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression,1.0,False,
Altered quorum sensing and physiology of Staphyloc.txt,cleaned,75419,47995,36.36,1926,20655,94,4750,Supplementary,10.1038/s41526-023-00343-7,NPJ Microgravity,Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,1.0,False,
Homotypic vacuole fusion requires VTI11 and is reg.txt,excluded_title_mismatch,87151,0,100.0,3379,19499,80,5121,Supplementary,10.1073/pnas.1807763115,Proc Natl Acad Sci U S A,"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants",0.204,True,"título divergente (sim=0.20): metadata diz 'Homotypic vacuole fusion requires VTI11 ', documento é 'Phosphoinositides control the localizati'"
REGULATOR OF BULB BIOGENESIS1 RBB1 Is Involved in .txt,cleaned,73050,51453,29.56,1588,17164,0,2846,,10.1371/journal.pone.0125621,PLoS One,REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis,1.0,False,
Phosphoinositides control the localization of HOPS.txt,cleaned,87151,59073,32.22,3379,19499,80,5121,Supplementary,10.1073/pnas.1807763115,Proc Natl Acad Sci U S A,"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants",1.0,False,
Microgravity enhances the phenotype of Arabidopsis.txt,cleaned,56941,38437,32.5,1858,13408,90,3149,Supplementary,10.1038/s41526-022-00226-3,NPJ Microgravity,Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells,1.0,False,
Hypergravity disruption of homeorhetic adaptations.txt,cleaned,77439,56676,26.81,1997,15362,85,3320,Supplementary|Supplementary,10.1242/bio.2012687,Biol Open,Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,1.0,False,
Intrauterine exposure to maternal stress alters Bd.txt,cleaned,59010,32325,45.22,2473,19662,0,4551,,10.1016/j.ijdevneu.2017.03.007,Int J Dev Neurosci,Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring,1.0,False,
